Season,Tm,Champion,Finals,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,STLperG,BLKperG,PTSperG
2008-09,DEN,0,0,NBA,82,54,28,0.659,19730,3058,6510,2510,5033,548,1477,1891,2487,905,2507,3412,1820,710,492,1257,1874,8555,0.469738863,0.371022343,0.76035384,8.658536585,6,104.3292683
2009-10,DEN,0,0,NBA,82,53,29,0.646,19780,3124,6678,2580,5161,544,1517,1937,2508,889,2505,3394,1719,683,417,1136,1844,8729,0.467804732,0.358602505,0.772328549,8.329268293,5.085365854,106.4512195
2010-11,DEN,0,0,NBA,82,50,32,0.61,19705,3145,6613,2483,4909,662,1704,1859,2429,791,2652,3443,1813,605,352,1157,1719,8811,0.475578406,0.388497653,0.765335529,7.37804878,4.292682927,107.4512195
2011-12,DEN,0,0,NBA,66,38,28,0.576,16040,2572,5404,2137,4093,435,1311,1293,1760,738,2105,2843,1581,540,330,1015,1297,6872,0.475943745,0.33180778,0.734659091,8.181818182,5,104.1212121
2012-13,DEN,0,0,NBA,82,57,25,0.695,19905,3339,6983,2818,5465,521,1518,1505,2148,1092,2601,3693,2002,762,533,1253,1682,8704,0.478161249,0.343214756,0.700651769,9.292682927,6.5,106.1463415
2013-14,DEN,0,0,NBA,82,36,46,0.439,19755,3147,7042,2445,5083,702,1959,1563,2154,1009,2717,3726,1838,615,459,1305,1890,8559,0.446890088,0.358346095,0.725626741,7.5,5.597560976,104.3780488
2014-15,DEN,0,0,NBA,82,30,52,0.366,19880,3099,7158,2439,5126,660,2032,1462,1991,1012,2653,3665,1788,641,367,1166,1882,8320,0.432942163,0.32480315,0.73430437,7.817073171,4.475609756,101.4634146
2015-16,DEN,0,0,NBA,82,33,49,0.402,19830,3093,7003,2437,5060,656,1943,1513,1974,941,2718,3659,1858,609,395,1202,1723,8355,0.441667857,0.337622234,0.766464032,7.426829268,4.817073171,101.8902439
2016-17,DEN,0,0,NBA,82,40,42,0.488,19755,3377,7194,2507,4829,870,2365,1537,1986,966,2837,3803,2077,568,323,1226,1567,9161,0.46941896,0.367864693,0.773917422,6.926829268,3.93902439,111.7195122
2017-18,DEN,0,0,NBA,82,46,36,0.561,19880,3338,7102,2398,4566,940,2536,1404,1830,902,2748,3650,2059,627,404,1227,1533,9020,0.470008448,0.370662461,0.767213115,7.646341463,4.926829268,110
2018-19,DEN,0,0,NBA,82,54,28,0.659,19730,3439,7384,2536,4813,903,2571,1294,1714,972,2832,3804,2245,634,363,1102,1644,9075,0.465736728,0.351225204,0.75495916,7.731707317,4.426829268,110.6707317
1979-80,DET,0,0,NBA,82,16,66,0.195,19780,3643,7596,3586,7377,57,219,1590,2149,1226,2415,3641,1950,783,562,1742,2069,8933,0.479594523,0.260273973,0.739879013,9.548780488,6.853658537,108.9390244
1980-81,DET,0,0,NBA,82,21,61,0.256,19755,3236,6986,3223,6902,13,84,1689,2330,1201,2111,3312,1819,884,492,1759,2125,8174,0.463212139,0.154761905,0.724892704,10.7804878,6,99.68292683
1981-82,DET,0,0,NBA,82,39,43,0.476,19830,3561,7391,3509,7178,52,213,1938,2581,1298,2345,3643,2027,741,564,1629,2160,9112,0.481802192,0.244131455,0.750871755,9.036585366,6.87804878,111.1219512
1982-83,DET,0,0,NBA,82,37,45,0.451,19880,3623,7602,3551,7330,72,272,1921,2588,1312,2477,3789,2108,679,572,1557,2122,9239,0.476585109,0.264705882,0.742272025,8.280487805,6.975609756,112.6707317
1983-84,DET,0,0,NBA,82,49,33,0.598,19905,3798,7910,3766,7769,32,141,1974,2547,1427,2434,3861,2256,697,417,1310,2177,9602,0.480151707,0.226950355,0.775029446,8.5,5.085365854,117.097561
1984-85,DET,0,0,NBA,82,46,36,0.561,19830,3840,7999,3795,7800,45,199,1783,2262,1403,2534,3937,2302,691,397,1341,2076,9508,0.480060008,0.226130653,0.788240495,8.426829268,4.841463415,115.9512195
1985-86,DET,0,0,NBA,82,46,36,0.561,19780,3754,7750,3699,7568,55,182,1800,2300,1276,2461,3737,2319,738,340,1343,2101,9363,0.484387097,0.302197802,0.782608696,9,4.146341463,114.1829268
1986-87,DET,0,0,NBA,82,52,30,0.634,19830,3544,7237,3505,7068,39,169,1991,2602,1245,2649,3894,2021,643,436,1417,2078,9118,0.489705679,0.230769231,0.76518063,7.841463415,5.317073171,111.195122
1987-88,DET,0,1,NBA,82,54,28,0.659,19780,3461,7018,3403,6816,58,202,1977,2612,1181,2482,3663,2011,588,394,1348,1957,8957,0.493160445,0.287128713,0.756891271,7.170731707,4.804878049,109.2317073
1988-89,DET,1,1,NBA,82,63,19,0.768,19830,3395,6879,3275,6479,120,400,1830,2379,1154,2546,3700,2027,522,406,1336,1939,8740,0.493531036,0.3,0.769230769,6.365853659,4.951219512,106.5853659
1989-90,DET,1,1,NBA,82,59,23,0.72,19805,3333,6980,3156,6439,177,541,1713,2252,1185,2458,3643,1996,512,418,1233,1961,8556,0.477507163,0.327171904,0.760657194,6.243902439,5.097560976,104.3414634
1990-91,DET,0,0,NBA,82,50,32,0.61,19805,3194,6875,3063,6435,131,440,1686,2211,1206,2452,3658,1825,487,367,1181,1869,8205,0.464581818,0.297727273,0.762550882,5.93902439,4.475609756,100.0609756
1991-92,DET,0,0,NBA,82,48,34,0.585,19780,3191,6867,3026,6341,165,526,1566,2108,1210,2421,3631,1899,546,357,1212,1646,8113,0.46468618,0.313688213,0.74288425,6.658536585,4.353658537,98.93902439
1992-93,DET,0,0,NBA,82,40,42,0.488,19780,3267,7211,2975,6303,292,908,1426,1957,1293,2315,3608,1941,580,249,1152,1747,8252,0.453057828,0.321585903,0.728666326,7.073170732,3.036585366,100.6341463
1993-94,DET,0,0,NBA,82,20,62,0.244,19730,3169,7017,2811,5976,358,1041,1253,1715,1027,2320,3347,1767,602,309,1236,1935,7949,0.4516175,0.343900096,0.730612245,7.341463415,3.768292683,96.93902439
1994-95,DET,0,0,NBA,82,28,54,0.341,19730,3060,6633,2566,5237,494,1396,1439,1941,958,2204,3162,1872,705,420,1318,2151,8053,0.461329715,0.353868195,0.741370428,8.597560976,5.12195122,98.20731707
1995-96,DET,0,0,NBA,82,46,36,0.561,19830,2810,6122,2265,4772,545,1350,1657,2206,884,2440,3324,1610,506,352,1215,1953,7822,0.459000327,0.403703704,0.751133273,6.170731707,4.292682927,95.3902439
1996-97,DET,0,0,NBA,82,54,28,0.659,19830,2827,6095,2245,4596,582,1499,1487,1995,858,2292,3150,1554,632,283,1041,1652,7723,0.463822806,0.388258839,0.745363409,7.707317073,3.451219512,94.18292683
1997-98,DET,0,0,NBA,82,37,45,0.451,19955,2862,6373,2569,5435,293,938,1704,2288,1044,2338,3382,1597,678,344,1198,1805,7721,0.449082065,0.312366738,0.744755245,8.268292683,4.195121951,94.15853659
1998-99,DET,0,0,NBA,50,29,21,0.58,12050,1660,3716,1412,3037,248,679,950,1283,605,1412,2017,1009,444,208,790,1139,4518,0.4467169,0.365243004,0.740452065,8.88,4.16,90.36
1999-00,DET,0,0,NBA,82,42,40,0.512,19830,3044,6635,2605,5412,439,1223,1956,2506,917,2458,3375,1707,665,273,1288,2011,8483,0.458779201,0.358953393,0.780526736,8.109756098,3.329268293,103.4512195
2000-01,DET,0,0,NBA,82,32,50,0.39,19855,2919,6880,2530,5768,389,1112,1610,2233,1108,2626,3734,1629,613,447,1304,1955,7837,0.424273256,0.349820144,0.721003135,7.475609756,5.451219512,95.57317073
2001-02,DET,0,0,NBA,82,50,32,0.61,19680,2845,6300,2278,4791,567,1509,1478,1954,810,2366,3176,1765,648,565,1193,1695,7735,0.451587302,0.375745527,0.756397134,7.902439024,6.890243902,94.32926829
2002-03,DET,0,0,NBA,82,50,32,0.61,19905,2700,6277,2167,4789,533,1488,1559,2021,883,2445,3328,1620,556,468,1104,1748,7492,0.430141787,0.358198925,0.771400297,6.780487805,5.707317073,91.36585366
2003-04,DET,1,1,NBA,82,54,28,0.659,19780,2747,6314,2414,5346,333,968,1561,2074,1014,2492,3506,1702,659,570,1241,1664,7388,0.435064935,0.344008264,0.75265188,8.036585366,6.951219512,90.09756098
2004-05,DET,0,1,NBA,82,54,28,0.659,19955,2851,6421,2488,5368,363,1053,1588,2150,1054,2507,3561,1787,576,497,1133,1638,7653,0.444011836,0.344729345,0.738604651,7.024390244,6.06097561,93.32926829
2005-06,DET,0,0,NBA,82,64,18,0.78,19830,2983,6558,2426,5107,557,1451,1418,1950,975,2347,3322,1971,580,490,931,1513,7941,0.454864288,0.383873191,0.727179487,7.073170732,5.975609756,96.84146341
2006-07,DET,0,0,NBA,82,53,29,0.646,19880,2942,6484,2493,5179,449,1305,1539,1988,948,2374,3322,1768,583,472,1001,1672,7872,0.453732264,0.344061303,0.774144869,7.109756098,5.756097561,96
2007-08,DET,0,0,NBA,82,59,23,0.72,19730,2999,6551,2512,5221,487,1330,1507,1965,974,2423,3397,1831,583,472,956,1688,7992,0.457792703,0.366165414,0.76692112,7.109756098,5.756097561,97.46341463
2008-09,DET,0,0,NBA,82,39,43,0.476,19905,2981,6559,2604,5480,377,1079,1388,1849,949,2448,3397,1689,493,377,973,1712,7727,0.454490014,0.34939759,0.750676041,6.012195122,4.597560976,94.23170732
2009-10,DET,0,0,NBA,82,27,55,0.329,19780,2940,6602,2566,5412,374,1190,1455,1998,1053,2242,3295,1591,596,313,1100,1822,7709,0.4453196,0.314285714,0.728228228,7.268292683,3.817073171,94.01219512
2010-11,DET,0,0,NBA,82,30,52,0.366,19880,3056,6647,2584,5391,472,1256,1367,1854,931,2236,3167,1730,595,328,1067,1629,7951,0.459756281,0.375796178,0.737324703,7.256097561,4,96.96341463
2011-12,DET,0,0,NBA,66,25,41,0.379,15965,2291,5232,1974,4316,317,916,1098,1461,775,1882,2657,1232,460,278,1033,1293,5997,0.437882263,0.346069869,0.751540041,6.96969697,4.212121212,90.86363636
2012-13,DET,0,0,NBA,82,29,53,0.354,19805,2979,6638,2466,5198,513,1440,1307,1870,991,2463,3454,1742,574,400,1241,1623,7778,0.448779753,0.35625,0.698930481,7,4.87804878,94.85365854
2013-14,DET,0,0,NBA,82,29,53,0.354,19780,3182,7124,2675,5544,507,1580,1415,2111,1196,2525,3721,1714,687,395,1193,1666,8286,0.44665918,0.320886076,0.670298437,8.37804878,4.817073171,101.0487805
2014-15,DET,0,0,NBA,82,32,50,0.39,19830,3041,7038,2338,4995,703,2043,1292,1838,1051,2630,3681,1771,623,383,1099,1559,8077,0.432082978,0.344101811,0.702937976,7.597560976,4.670731707,98.5
2015-16,DET,0,0,NBA,82,44,38,0.537,19880,3111,7087,2371,4939,740,2148,1399,2095,1021,2777,3798,1594,573,304,1110,1557,8361,0.438972767,0.344506518,0.66778043,6.987804878,3.707317073,101.9634146
2016-17,DET,0,0,NBA,82,37,45,0.451,19805,3269,7282,2638,5367,631,1915,1140,1586,908,2838,3746,1732,574,310,973,1467,8309,0.448915133,0.329503916,0.718789407,7,3.780487805,101.3292683
2017-18,DET,0,0,NBA,82,39,43,0.476,19805,3208,7129,2322,4756,886,2373,1207,1621,830,2756,3586,1868,628,317,1103,1508,8509,0.449992986,0.373367046,0.744602097,7.658536585,3.865853659,103.7682927
2018-19,DET,0,0,NBA,82,41,41,0.5,19855,3185,7238,2192,4384,993,2854,1415,1893,936,2752,3688,1845,569,331,1135,1811,8778,0.440038685,0.347932726,0.747490755,6.93902439,4.036585366,107.0487805
1979-80,GSW,0,0,NBA,82,24,58,0.293,19880,3527,7318,3500,7197,27,121,1412,1914,1155,2437,3592,2028,779,339,1492,2082,8493,0.481962285,0.223140496,0.737722048,9.5,4.134146341,103.5731707
1980-81,GSW,0,0,NBA,82,39,43,0.476,19730,3560,7284,3500,7074,60,210,1826,2513,1403,2366,3769,2026,611,301,1547,2158,9006,0.488742449,0.285714286,0.726621568,7.451219512,3.670731707,109.8292683
1981-82,GSW,0,0,NBA,82,45,37,0.549,19780,3646,7349,3555,7024,91,325,1709,2382,1282,2452,3734,1820,685,391,1424,2225,9092,0.496121921,0.28,0.717464316,8.353658537,4.768292683,110.8780488
1982-83,GSW,0,0,NBA,82,30,52,0.366,19780,3627,7508,3593,7358,34,150,1620,2199,1281,2284,3565,1964,856,430,1606,2138,8908,0.48308471,0.226666667,0.736698499,10.43902439,5.243902439,108.6341463
1983-84,GSW,0,0,NBA,82,37,45,0.451,19830,3519,7534,3464,7308,55,226,1915,2577,1390,2171,3561,1837,830,348,1518,2108,9008,0.467082559,0.243362832,0.743112146,10.12195122,4.243902439,109.8536585
1984-85,GSW,0,0,NBA,82,22,60,0.268,19855,3498,7555,3386,7158,112,397,1944,2531,1327,2139,3466,1759,803,284,1460,2136,9052,0.463004633,0.282115869,0.768075859,9.792682927,3.463414634,110.3902439
1985-86,GSW,0,0,NBA,82,30,52,0.366,19780,3650,7567,3563,7289,87,278,1912,2517,1271,2344,3615,2018,751,354,1400,2032,9299,0.482357605,0.31294964,0.759634485,9.158536585,4.317073171,113.402439
1986-87,GSW,0,0,NBA,82,42,40,0.512,19905,3551,7412,3435,7048,116,364,1970,2526,1193,2351,3544,2083,715,321,1354,2138,9188,0.479087965,0.318681319,0.779889153,8.719512195,3.914634146,112.0487805
1987-88,GSW,0,0,NBA,82,20,62,0.244,19780,3463,7404,3372,7092,91,312,1754,2204,1140,2252,3392,2005,741,283,1395,2155,8771,0.467720151,0.291666667,0.795825771,9.036585366,3.451219512,106.9634146
1988-89,GSW,0,0,NBA,82,43,39,0.524,19905,3730,7977,3536,7348,194,629,1904,2384,1323,2561,3884,2009,831,643,1488,1946,9558,0.467594334,0.308426073,0.798657718,10.13414634,7.841463415,116.5609756
1989-90,GSW,0,0,NBA,82,37,45,0.451,19705,3489,7208,3246,6458,243,750,2313,2858,915,2385,3300,1978,756,488,1415,2010,9534,0.484045505,0.324,0.809307208,9.219512195,5.951219512,116.2682927
1990-91,GSW,0,0,NBA,82,44,38,0.537,19805,3566,7346,3296,6545,270,801,2162,2761,1113,2306,3419,1954,803,378,1359,2207,9564,0.48543425,0.337078652,0.78304962,9.792682927,4.609756098,116.6341463
1991-92,GSW,0,0,NBA,82,55,27,0.671,19880,3767,7427,3513,6664,254,763,1944,2606,1137,2376,3513,2064,854,375,1353,2049,9732,0.507203447,0.332896461,0.745970837,10.41463415,4.573170732,118.6829268
1992-93,GSW,0,0,NBA,82,34,48,0.415,19905,3474,7212,3176,6360,298,852,1768,2465,1219,2384,3603,2010,693,383,1451,2056,9014,0.481697171,0.349765258,0.717241379,8.451219512,4.670731707,109.9268293
1993-94,GSW,0,0,NBA,82,50,32,0.61,19780,3512,7145,3221,6286,291,859,1529,2304,1183,2396,3579,2198,804,511,1433,1789,8844,0.49153254,0.338766007,0.663628472,9.804878049,6.231707317,107.8536585
1994-95,GSW,0,0,NBA,82,26,56,0.317,19905,3217,6873,2671,5271,546,1602,1687,2395,1101,2371,3472,2017,649,391,1497,1804,8667,0.468063437,0.34082397,0.704384134,7.914634146,4.768292683,105.695122
1995-96,GSW,0,0,NBA,82,36,46,0.439,19755,3056,6700,2609,5501,447,1199,1775,2340,1173,2285,3458,1889,706,470,1343,1835,8334,0.456119403,0.372810676,0.758547009,8.609756098,5.731707317,101.6341463
1996-97,GSW,0,0,NBA,82,30,52,0.366,19905,2997,6567,2516,5204,481,1363,1696,2180,1086,2259,3345,1822,611,359,1410,1787,8171,0.456372773,0.352898019,0.777981651,7.451219512,4.37804878,99.64634146
1997-98,GSW,0,0,NBA,82,19,63,0.232,19830,2845,6883,2656,6187,189,696,1358,1912,1288,2473,3761,1708,621,448,1369,1859,7237,0.413337208,0.271551724,0.710251046,7.573170732,5.463414634,88.25609756
1998-99,GSW,0,0,NBA,50,21,29,0.42,12125,1730,4173,1568,3608,162,565,794,1175,816,1559,2375,1037,414,221,768,1270,4416,0.414569854,0.286725664,0.675744681,8.28,4.42,88.32
1999-00,GSW,0,0,NBA,82,19,63,0.232,19755,2996,7140,2651,6071,345,1069,1497,2147,1300,2438,3738,1851,731,356,1302,2043,7834,0.419607843,0.322731525,0.69725198,8.914634146,4.341463415,95.53658537
2000-01,GSW,0,0,NBA,82,17,65,0.207,19780,2937,7175,2655,6211,282,964,1428,2024,1345,2385,3730,1788,742,410,1301,1727,7584,0.409337979,0.29253112,0.705533597,9.048780488,5,92.48780488
2001-02,GSW,0,0,NBA,82,21,61,0.256,19780,2998,6989,2678,5995,320,994,1693,2344,1334,2493,3827,1706,650,523,1378,1884,8009,0.428959794,0.32193159,0.722269625,7.926829268,6.37804878,97.67073171
2002-03,GSW,0,0,NBA,82,38,44,0.463,19755,3061,6941,2636,5706,425,1235,1853,2382,1284,2546,3830,1712,594,506,1295,1786,8400,0.441002737,0.344129555,0.777917716,7.243902439,6.170731707,102.4390244
2003-04,GSW,0,0,NBA,82,37,45,0.451,19855,2875,6511,2446,5228,429,1283,1470,2028,1002,2533,3535,1681,576,389,1211,1691,7649,0.441560436,0.334372564,0.724852071,7.024390244,4.743902439,93.2804878
2004-05,GSW,0,0,NBA,82,34,48,0.415,19905,3029,7039,2405,5265,624,1774,1412,1955,1069,2436,3505,1811,642,420,1112,1833,8094,0.430316806,0.351747463,0.722250639,7.829268293,5.12195122,98.70731707
2005-06,GSW,0,0,NBA,82,34,48,0.415,19830,2939,6785,2314,4953,625,1832,1573,2190,980,2485,3465,1694,604,357,1156,1941,8076,0.433161385,0.341157205,0.71826484,7.365853659,4.353658537,98.48780488
2006-07,GSW,0,0,NBA,82,42,40,0.512,19755,3261,7048,2561,5081,700,1967,1515,2113,940,2456,3396,1950,750,466,1309,1933,8737,0.462684449,0.355871886,0.716990062,9.146341463,5.682926829,106.5487805
2007-08,GSW,0,0,NBA,82,48,34,0.585,19780,3403,7406,2642,5221,761,2185,1538,2044,1045,2496,3541,1833,744,377,1082,1875,9105,0.459492304,0.348283753,0.752446184,9.073170732,4.597560976,111.0365854
2008-09,GSW,0,0,NBA,82,29,53,0.354,19880,3231,7055,2681,5580,550,1475,1893,2392,953,2492,3445,1711,638,527,1201,1842,8905,0.457973069,0.372881356,0.79138796,7.780487805,6.426829268,108.597561
