Season,Tm,Champion,Finals,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,STLperG,BLKperG,PTSperG
2016-17,PHO,0,0,NBA,82,24,58,0.293,19830,3270,7260,2655,5406,615,1854,1676,2159,976,2712,3688,1604,673,399,1265,2030,8831,0.450413223,0.33171521,0.776285317,8.207317073,4.865853659,107.695122
2018-19,PHO,0,0,NBA,82,19,63,0.232,19880,3289,7164,2499,4764,790,2400,1447,1858,748,2563,3311,1957,735,418,1279,1932,8815,0.459101061,0.329166667,0.778794403,8.963414634,5.097560976,107.5
1979-80,POR,0,0,NBA,82,38,44,0.463,19780,3408,7167,3382,7035,26,132,1560,2100,1295,2408,3703,1898,708,472,1552,1956,8402,0.475512767,0.196969697,0.742857143,8.634146341,5.756097561,102.4634146
1981-82,POR,0,0,NBA,82,42,40,0.512,19780,3629,7187,3600,7047,29,140,1719,2387,1142,2355,3497,2054,706,367,1390,2012,9006,0.504939474,0.207142857,0.720150817,8.609756098,4.475609756,109.8292683
1983-84,POR,0,0,NBA,82,48,34,0.585,19805,3632,7189,3607,7060,25,129,1988,2637,1251,2194,3445,2082,814,397,1483,2134,9277,0.505216303,0.19379845,0.753886993,9.926829268,4.841463415,113.1341463
1985-86,POR,0,0,NBA,82,40,42,0.488,19855,3610,7281,3536,7006,74,275,2142,2799,1153,2316,3469,2180,859,356,1529,2205,9436,0.495811015,0.269090909,0.765273312,10.47560976,4.341463415,115.0731707
1987-88,POR,0,0,NBA,82,53,29,0.646,19730,3661,7460,3544,7080,117,380,2079,2701,1251,2491,3742,2307,726,347,1351,2091,9518,0.49075067,0.307894737,0.76971492,8.853658537,4.231707317,116.0731707
1989-90,POR,0,1,NBA,82,59,23,0.72,19880,3572,7547,3382,6982,190,565,2031,2734,1355,2552,3907,2085,749,364,1356,2048,9365,0.473300649,0.336283186,0.742867593,9.134146341,4.43902439,114.2073171
1991-92,POR,0,1,NBA,82,57,25,0.695,19880,3476,7352,3151,6408,325,944,1858,2463,1294,2549,3843,2065,753,410,1328,1983,9135,0.472796518,0.344279661,0.754364596,9.182926829,5,111.402439
1993-94,POR,0,0,NBA,82,47,35,0.573,19755,3371,7427,3099,6657,272,770,1781,2396,1302,2460,3762,2070,744,409,1210,1827,8795,0.453884476,0.353246753,0.743322204,9.073170732,4.987804878,107.2560976
1995-96,POR,0,0,NBA,82,44,38,0.537,19905,3064,6688,2584,5330,480,1358,1537,2321,1160,2577,3737,1760,594,417,1377,1859,8145,0.458133971,0.353460972,0.662214563,7.243902439,5.085365854,99.32926829
1997-98,POR,0,0,NBA,82,46,36,0.561,19830,2885,6397,2561,5350,324,1047,1640,2226,1086,2522,3608,1766,585,464,1383,1859,7734,0.450992653,0.309455587,0.736747529,7.134146341,5.658536585,94.31707317
1999-00,POR,0,0,NBA,82,59,23,0.72,19780,3021,6430,2614,5302,407,1128,1542,2029,966,2560,3526,1925,633,396,1243,1865,7991,0.469828927,0.360815603,0.759980286,7.719512195,4.829268293,97.45121951
2001-02,POR,0,0,NBA,82,49,33,0.598,19830,3004,6671,2538,5353,466,1318,1451,1901,1085,2444,3529,1926,702,368,1172,1613,7925,0.4503073,0.353566009,0.763282483,8.56097561,4.487804878,96.64634146
2003-04,POR,0,0,NBA,82,41,41,0.5,19980,2898,6467,2517,5365,381,1102,1263,1728,1040,2376,3416,1768,613,443,1213,1554,7440,0.448121231,0.345735027,0.730902778,7.475609756,5.402439024,90.73170732
2005-06,POR,0,0,NBA,82,21,61,0.256,19730,2791,6267,2427,5225,364,1042,1339,1944,886,2203,3089,1490,529,435,1205,1828,7285,0.445348652,0.349328215,0.688786008,6.451219512,5.304878049,88.84146341
2007-08,POR,0,0,NBA,82,41,41,0.5,19905,2935,6546,2397,5120,538,1426,1412,1841,901,2438,3339,1733,455,360,1056,1642,7820,0.448365414,0.377279102,0.76697447,5.548780488,4.390243902,95.36585366
2009-10,POR,0,0,NBA,82,50,32,0.61,19855,2974,6453,2483,5065,491,1388,1606,2033,913,2383,3296,1674,523,350,1012,1715,8045,0.460870913,0.353746398,0.789965568,6.37804878,4.268292683,98.1097561
2011-12,POR,0,0,NBA,66,28,38,0.424,15965,2402,5417,1924,4035,478,1382,1133,1423,735,1949,2684,1349,528,322,935,1251,6415,0.443418867,0.345875543,0.7962052,8,4.878787879,97.1969697
2013-14,POR,0,0,NBA,82,54,28,0.659,19855,3207,7134,2437,5063,770,2071,1569,1926,1022,2786,3808,1904,454,387,1125,1576,8753,0.449537426,0.371801062,0.814641745,5.536585366,4.719512195,106.7439024
2015-16,POR,0,0,NBA,82,44,38,0.537,19805,3167,7040,2303,4704,864,2336,1424,1889,948,2782,3730,1748,562,380,1200,1782,8622,0.449857955,0.369863014,0.75383801,6.853658537,4.634146341,105.1463415
2017-18,POR,0,0,NBA,82,49,33,0.598,19755,3222,7132,2377,4824,845,2308,1372,1715,835,2893,3728,1599,573,423,1109,1599,8661,0.451766685,0.366117851,0.8,6.987804878,5.158536585,105.6219512
1980-81,POR,0,0,NBA,82,45,37,0.549,19855,3741,7535,3716,7387,25,148,1573,2191,1243,2388,3631,2244,769,480,1518,2034,9080,0.496483079,0.168918919,0.717937015,9.37804878,5.853658537,110.7317073
1982-83,POR,0,0,NBA,82,46,36,0.561,19755,3459,7124,3424,6974,35,150,1855,2512,1180,2380,3560,2030,749,384,1495,1960,8808,0.48554183,0.233333333,0.738455414,9.134146341,4.682926829,107.4146341
1984-85,POR,0,0,NBA,82,42,40,0.512,19880,3708,7374,3657,7172,51,202,2002,2667,1202,2298,3500,2225,821,516,1481,1957,9469,0.502847844,0.252475248,0.750656168,10.01219512,6.292682927,115.4756098
1986-87,POR,0,0,NBA,82,49,33,0.598,19805,3650,7249,3552,6910,98,339,2269,2928,1180,2413,3593,2359,767,387,1546,2082,9667,0.503517727,0.289085546,0.774931694,9.353658537,4.719512195,117.8902439
1988-89,POR,0,0,NBA,82,39,43,0.476,19830,3695,7795,3479,7150,216,645,1789,2416,1384,2381,3765,2212,828,388,1435,2026,9395,0.474021809,0.334883721,0.740480132,10.09756098,4.731707317,114.5731707
1990-91,POR,0,0,NBA,82,63,19,0.768,19905,3577,7369,3236,6465,341,904,1912,2538,1202,2561,3763,2254,724,410,1309,1975,9407,0.48541186,0.377212389,0.753349094,8.829268293,5,114.7195122
1992-93,POR,0,0,NBA,82,51,31,0.622,19905,3361,7343,3086,6500,275,843,1901,2551,1226,2507,3733,1969,770,425,1215,1892,8898,0.45771483,0.326215896,0.745197962,9.390243902,5.182926829,108.5121951
1994-95,POR,0,0,NBA,82,44,38,0.537,19705,3217,7134,2755,5868,462,1266,1555,2230,1352,2443,3795,1846,668,467,1212,2024,8451,0.450939165,0.36492891,0.697309417,8.146341463,5.695121951,103.0609756
1996-97,POR,0,0,NBA,82,49,33,0.598,19855,3000,6465,2499,5064,501,1401,1613,2261,1058,2494,3552,1710,640,435,1357,1928,8114,0.464037123,0.357601713,0.71340115,7.804878049,5.304878049,98.95121951
1998-99,POR,0,0,NBA,50,35,15,0.7,12175,1747,3956,1501,3281,246,675,1002,1349,646,1570,2216,1073,411,290,771,1126,4742,0.441607685,0.364444444,0.742772424,8.22,5.8,94.84
2000-01,POR,0,0,NBA,82,50,32,0.61,19780,3004,6417,2635,5360,369,1057,1447,1899,960,2481,3441,1963,672,419,1257,1745,7824,0.468131526,0.34910123,0.761979989,8.195121951,5.109756098,95.41463415
2002-03,POR,0,0,NBA,82,50,32,0.61,19855,2987,6491,2608,5341,379,1150,1450,1947,992,2378,3370,1860,725,316,1248,1634,7803,0.460175628,0.329565217,0.74473549,8.841463415,3.853658537,95.15853659
2004-05,POR,0,0,NBA,82,27,55,0.329,19730,2896,6422,2476,5261,420,1161,1409,1944,970,2404,3374,1722,583,544,1308,1703,7621,0.45094986,0.361757106,0.724794239,7.109756098,6.634146341,92.93902439
2006-07,POR,0,0,NBA,82,32,50,0.39,19955,2874,6392,2448,5160,426,1232,1543,2006,923,2299,3222,1513,555,380,1236,1931,7717,0.449624531,0.345779221,0.769192423,6.768292683,4.634146341,94.1097561
2008-09,POR,0,0,NBA,82,54,28,0.659,19830,3018,6494,2422,4939,596,1555,1521,1988,1060,2360,3420,1667,550,402,1055,1671,8153,0.46473668,0.383279743,0.765090543,6.707317073,4.902439024,99.42682927
2010-11,POR,0,0,NBA,82,48,34,0.585,19805,2951,6599,2433,5096,518,1503,1476,1835,996,2230,3226,1736,660,358,1070,1585,7896,0.447188968,0.344644045,0.804359673,8.048780488,4.365853659,96.29268293
2012-13,POR,0,0,NBA,82,33,49,0.402,19855,3009,6715,2336,4811,673,1904,1304,1680,874,2474,3348,1784,538,353,1203,1518,7995,0.448101266,0.353466387,0.776190476,6.56097561,4.304878049,97.5
2014-15,POR,0,0,NBA,82,51,31,0.622,19855,3175,7049,2368,4818,807,2231,1272,1589,879,2881,3760,1799,525,372,1117,1494,8429,0.450418499,0.361721201,0.800503461,6.402439024,4.536585366,102.7926829
2016-17,POR,0,0,NBA,82,41,41,0.5,19930,3243,7059,2391,4787,852,2272,1513,1940,830,2750,3580,1733,574,408,1126,1736,8851,0.459413515,0.375,0.779896907,7,4.975609756,107.9390244
2018-19,POR,0,0,NBA,82,53,29,0.646,19855,3470,7427,2566,4907,904,2520,1558,1914,967,2968,3935,1887,546,413,1135,1669,9402,0.467214218,0.358730159,0.81400209,6.658536585,5.036585366,114.6585366
1985-86,SAC,0,0,NBA,82,37,45,0.451,19780,3538,7220,3508,7086,30,134,1818,2338,1135,2377,3512,2304,602,388,1533,2134,8924,0.490027701,0.223880597,0.777587682,7.341463415,4.731707317,108.8292683
1987-88,SAC,0,0,NBA,82,24,58,0.293,19780,3458,7337,3314,6887,144,450,1795,2324,1232,2461,3693,2116,582,493,1457,1895,8855,0.4713098,0.32,0.772375215,7.097560976,6.012195122,107.9878049
1989-90,SAC,0,0,NBA,82,23,59,0.28,19755,3305,7056,3089,6407,216,649,1515,1964,952,2363,3315,2052,546,392,1239,1863,8341,0.468395692,0.332819723,0.771384929,6.658536585,4.780487805,101.7195122
1991-92,SAC,0,0,NBA,82,29,53,0.354,19830,3348,7189,3110,6514,238,675,1615,2162,1054,2354,3408,1957,727,618,1360,1763,8549,0.465711504,0.352592593,0.746993525,8.865853659,7.536585366,104.2560976
1993-94,SAC,0,0,NBA,82,28,54,0.341,19755,3179,7027,2922,6298,257,729,1676,2292,1122,2349,3471,2029,669,355,1333,1979,8291,0.452397894,0.352537723,0.731239092,8.158536585,4.329268293,101.1097561
1995-96,SAC,0,0,NBA,82,39,43,0.476,19755,2971,6494,2509,5300,462,1194,1759,2407,1114,2345,3459,1829,643,436,1442,2131,8163,0.45749923,0.386934673,0.73078521,7.841463415,5.317073171,99.54878049
1997-98,SAC,0,0,NBA,82,27,55,0.329,19730,2957,6684,2674,5878,283,806,1440,2096,1094,2304,3398,1836,596,420,1271,1810,7637,0.442399761,0.351116625,0.687022901,7.268292683,5.12195122,93.13414634
1999-00,SAC,0,0,NBA,82,44,38,0.537,19805,3276,7288,2742,5632,534,1656,1521,2016,1056,2635,3691,1953,787,381,1325,1729,8607,0.449506037,0.322463768,0.754464286,9.597560976,4.646341463,104.9634146
2001-02,SAC,0,0,NBA,82,61,21,0.744,19755,3267,7003,2841,5843,426,1160,1618,2154,1013,2702,3715,1958,741,375,1128,1560,8578,0.466514351,0.367241379,0.751160631,9.036585366,4.573170732,104.6097561
2003-04,SAC,0,0,NBA,82,55,27,0.671,19780,3103,6711,2502,5213,601,1498,1626,2044,888,2492,3380,2152,710,325,1137,1586,8433,0.462375205,0.401201602,0.795499022,8.658536585,3.963414634,102.8414634
2005-06,SAC,0,0,NBA,82,44,38,0.537,19830,2954,6500,2460,5092,494,1408,1704,2173,852,2473,3325,1825,608,299,1199,1672,8106,0.454461538,0.350852273,0.784169351,7.414634146,3.646341463,98.85365854
2007-08,SAC,0,0,NBA,82,38,44,0.463,19830,3043,6558,2533,5191,510,1367,1812,2272,829,2456,3285,1567,651,334,1317,1839,8408,0.464013419,0.373079737,0.797535211,7.93902439,4.073170732,102.5365854
2009-10,SAC,0,0,NBA,82,25,57,0.305,19880,3144,6895,2662,5512,482,1383,1430,1969,977,2518,3495,1679,564,366,1226,1827,8200,0.455982596,0.348517715,0.726256983,6.87804878,4.463414634,100
2011-12,SAC,0,0,NBA,66,22,44,0.333,15915,2490,5712,2079,4411,411,1301,1127,1532,882,1947,2829,1271,561,323,952,1287,6518,0.43592437,0.315910838,0.735639687,8.5,4.893939394,98.75757576
2013-14,SAC,0,0,NBA,82,28,54,0.341,19830,3026,6766,2535,5291,491,1475,1698,2237,990,2656,3646,1547,587,318,1249,1849,8241,0.447236181,0.332881356,0.759052302,7.158536585,3.87804878,100.5
2015-16,SAC,0,0,NBA,82,33,49,0.402,19805,3283,7083,2623,5244,660,1839,1514,2089,868,2760,3628,2009,733,368,1326,1676,8740,0.463504165,0.358890701,0.724748684,8.93902439,4.487804878,106.5853659
2017-18,SAC,0,0,NBA,82,27,55,0.329,19755,3179,7063,2441,5096,738,1967,1008,1371,777,2578,3355,1768,643,340,1125,1639,8104,0.450092029,0.375190646,0.735229759,7.841463415,4.146341463,98.82926829
1986-87,SAC,0,0,NBA,82,29,53,0.354,19780,3522,7413,3445,7106,77,307,1974,2479,1282,2441,3723,2185,513,397,1403,2007,9095,0.475111291,0.250814332,0.796288826,6.256097561,4.841463415,110.9146341
1988-89,SAC,0,0,NBA,82,27,55,0.329,19780,3362,7351,3055,6527,307,824,1620,2104,1141,2454,3595,1970,624,409,1370,1877,8651,0.457352741,0.372572816,0.769961977,7.609756098,4.987804878,105.5
1990-91,SAC,0,0,NBA,82,25,57,0.305,19705,3086,6818,2870,6240,216,578,1540,2105,1027,2218,3245,1991,631,513,1272,2075,7928,0.452625403,0.373702422,0.731591449,7.695121951,6.256097561,96.68292683
1992-93,SAC,0,0,NBA,82,25,57,0.305,19780,3360,7264,3098,6476,262,788,1865,2447,1137,2281,3418,2075,768,348,1364,2085,8847,0.462555066,0.33248731,0.762157744,9.365853659,4.243902439,107.8902439
1994-95,SAC,0,0,NBA,82,39,43,0.476,19855,3025,6463,2666,5426,359,1037,1647,2317,1073,2325,3398,1824,650,457,1449,2040,8056,0.468048894,0.346190935,0.710832974,7.926829268,5.573170732,98.24390244
1996-97,SAC,0,0,NBA,82,34,48,0.415,19855,3000,6611,2586,5553,414,1058,1494,2067,1100,2307,3407,1799,588,362,1332,1946,7908,0.453789139,0.391304348,0.722786647,7.170731707,4.414634146,96.43902439
1998-99,SAC,0,0,NBA,50,27,23,0.54,12200,1918,4307,1628,3364,290,943,883,1293,706,1573,2279,1129,444,232,842,1016,5009,0.44532157,0.307529162,0.682907966,8.88,4.64,100.18
2000-01,SAC,0,0,NBA,82,55,27,0.671,20080,3132,6969,2653,5616,479,1353,1600,2075,987,2705,3692,1852,793,432,1221,1596,8343,0.449418855,0.354028086,0.771084337,9.670731707,5.268292683,101.7439024
2002-03,SAC,0,0,NBA,82,59,23,0.72,19830,3242,6990,2751,5702,491,1288,1367,1832,900,2751,3651,2034,736,457,1192,1666,8342,0.463805436,0.38121118,0.746179039,8.975609756,5.573170732,101.7317073
2004-05,SAC,0,0,NBA,82,50,32,0.61,19855,3203,6978,2681,5582,522,1396,1577,2004,1023,2455,3478,2005,674,316,1073,1685,8505,0.459014044,0.373925501,0.786926148,8.219512195,3.853658537,103.7195122
2006-07,SAC,0,0,NBA,82,33,49,0.402,19805,2941,6532,2411,5019,530,1513,1891,2473,797,2396,3193,1665,671,265,1194,1792,8303,0.450244948,0.350297422,0.76465831,8.182926829,3.231707317,101.2560976
2008-09,SAC,0,0,NBA,82,17,65,0.207,19905,2990,6685,2404,5091,586,1594,1682,2107,840,2366,3206,1619,569,349,1266,1910,8248,0.447270007,0.367628607,0.79829141,6.93902439,4.256097561,100.5853659
2010-11,SAC,0,0,NBA,82,24,58,0.293,19855,3134,6979,2706,5702,428,1277,1455,1981,1071,2526,3597,1675,608,391,1324,1805,8151,0.44906147,0.335160532,0.734477537,7.414634146,4.768292683,99.40243902
2012-13,SAC,0,0,NBA,82,28,54,0.341,19830,3086,6904,2476,5223,610,1681,1437,1869,943,2385,3328,1708,671,342,1199,1717,8219,0.446987254,0.362879239,0.768860353,8.182926829,4.170731707,100.2317073
2014-15,SAC,0,0,NBA,82,29,53,0.354,19855,3010,6617,2549,5267,461,1350,1829,2400,895,2728,3623,1667,550,324,1333,1696,8310,0.454888922,0.341481481,0.762083333,6.707317073,3.951219512,101.3414634
2016-17,SAC,0,0,NBA,82,32,50,0.39,19880,3105,6734,2368,4774,737,1960,1483,1913,715,2652,3367,1844,627,324,1201,1667,8430,0.461092961,0.376020408,0.775222164,7.646341463,3.951219512,102.804878
2018-19,SAC,0,0,NBA,82,39,43,0.476,19730,3541,7637,2614,5182,927,2455,1354,1865,906,2819,3725,2083,679,363,1095,1751,9363,0.463663742,0.377596741,0.726005362,8.280487805,4.426829268,114.1829268
1979-80,SAS,0,0,NBA,82,41,41,0.5,19755,3856,7738,3804,7532,52,206,2024,2528,1153,2515,3668,2326,771,333,1589,2103,9788,0.498319979,0.252427184,0.800632911,9.402439024,4.06097561,119.3658537
1981-82,SAS,0,0,NBA,82,48,34,0.585,19755,3698,7613,3634,7361,64,252,1812,2335,1253,2537,3790,2257,600,555,1293,2217,9272,0.485748063,0.253968254,0.776017131,7.317073171,6.768292683,113.0731707
1983-84,SAS,0,0,NBA,82,37,45,0.451,19980,3909,7721,3830,7458,79,263,1965,2604,1230,2528,3758,2361,685,491,1447,2146,9862,0.50628157,0.300380228,0.754608295,8.353658537,5.987804878,120.2682927
1985-86,SAS,0,0,NBA,82,35,47,0.427,19805,3596,7104,3550,6908,46,196,1882,2523,1069,2413,3482,2260,800,390,1624,2115,9120,0.506193694,0.234693878,0.745937376,9.756097561,4.756097561,111.2195122
1987-88,SAS,0,0,NBA,82,31,51,0.378,19805,3706,7559,3573,7147,133,412,1769,2412,1184,2335,3519,2344,739,468,1418,1991,9314,0.490276492,0.322815534,0.733416252,9.012195122,5.707317073,113.5853659
1989-90,SAS,0,0,NBA,82,56,26,0.683,19730,3388,6997,3334,6771,54,226,1888,2535,1163,2474,3637,2037,799,554,1399,1854,8718,0.484207518,0.238938053,0.744773176,9.743902439,6.756097561,106.3170732
1991-92,SAS,0,0,NBA,82,47,35,0.573,19780,3377,7090,3259,6686,118,404,1652,2246,1229,2552,3781,2010,729,608,1308,1799,8524,0.476304654,0.292079208,0.735529831,8.890243902,7.414634146,103.9512195
1993-94,SAS,0,0,NBA,82,55,27,0.671,19780,3178,6688,2929,5974,249,714,1597,2151,1189,2597,3786,1896,561,450,1198,1662,8202,0.475179426,0.348739496,0.742445374,6.841463415,5.487804878,100.0243902
1995-96,SAS,0,0,NBA,82,59,23,0.72,19780,3148,6602,2630,5282,518,1320,1663,2261,937,2586,3523,2044,645,536,1195,1820,8477,0.476825204,0.392424242,0.735515259,7.865853659,6.536585366,103.3780488
1997-98,SAS,0,0,NBA,82,56,26,0.683,19830,2898,6187,2596,5324,302,863,1489,2164,984,2638,3622,1839,516,568,1318,1731,7587,0.468401487,0.349942063,0.688077634,6.292682927,6.926829268,92.52439024
1999-00,SAS,0,0,NBA,82,53,29,0.646,19855,2952,6393,2622,5511,330,882,1652,2214,927,2666,3593,1819,614,551,1233,1716,7886,0.461755045,0.37414966,0.746160795,7.487804878,6.719512195,96.17073171
2001-02,SAS,0,0,NBA,82,58,24,0.707,19855,2913,6363,2475,5152,438,1211,1668,2249,907,2566,3473,1643,625,537,1180,1575,7932,0.457802923,0.361684558,0.741662961,7.62195122,6.548780488,96.73170732
2003-04,SAS,0,0,NBA,82,57,25,0.695,19755,2842,6434,2434,5294,408,1140,1409,2069,1029,2669,3698,1676,661,537,1203,1667,7501,0.441715884,0.357894737,0.681005317,8.06097561,6.548780488,91.47560976
2005-06,SAS,0,0,NBA,82,63,19,0.768,19805,2993,6342,2469,4980,524,1362,1327,1891,851,2548,3399,1717,543,467,1126,1714,7837,0.471933144,0.384728341,0.701745108,6.62195122,5.695121951,95.57317073
2007-08,SAS,0,0,NBA,82,56,26,0.683,19730,2938,6424,2344,4814,594,1610,1350,1774,771,2612,3383,1718,521,337,1035,1537,7820,0.457347447,0.368944099,0.760992108,6.353658537,4.109756098,95.36585366
2009-10,SAS,0,0,NBA,82,50,32,0.61,19780,3150,6659,2596,5112,554,1547,1458,1969,887,2621,3508,1829,516,381,1116,1669,8312,0.473044001,0.358112476,0.7404774,6.292682927,4.646341463,101.3658537
2011-12,SAS,0,0,NBA,66,50,16,0.758,15940,2611,5463,2059,4058,552,1405,1067,1427,683,2153,2836,1528,490,293,895,1143,6841,0.477942522,0.392882562,0.747722495,7.424242424,4.439393939,103.6515152
2013-14,SAS,1,1,NBA,82,62,20,0.756,19755,3326,6844,2628,5087,698,1757,1289,1642,762,2786,3548,2064,604,420,1180,1495,8639,0.485973115,0.397268071,0.78501827,7.365853659,5.12195122,105.3536585
2015-16,SAS,0,0,NBA,82,67,15,0.817,19705,3289,6797,2719,5279,570,1518,1342,1672,770,2831,3601,2010,677,485,1071,1433,8490,0.483889951,0.375494071,0.802631579,8.256097561,5.914634146,103.5365854
2017-18,SAS,0,0,NBA,82,47,35,0.573,19730,3202,6999,2506,5022,696,1977,1324,1715,849,2777,3626,1868,628,460,1078,1408,8424,0.457493928,0.352048558,0.772011662,7.658536585,5.609756098,102.7317073
1980-81,SAS,0,0,NBA,82,52,30,0.634,19805,3571,7276,3556,7191,15,85,2052,2668,1304,2582,3886,2048,685,643,1533,2114,9209,0.490791644,0.176470588,0.769115442,8.353658537,7.841463415,112.304878
1982-83,SAS,0,0,NBA,82,53,29,0.646,19780,3697,7340,3603,7032,94,308,1887,2468,1232,2599,3831,2261,675,469,1504,2095,9375,0.503678474,0.305194805,0.76458671,8.231707317,5.719512195,114.3292683
1984-85,SAS,0,0,NBA,82,41,41,0.5,19780,3698,7202,3643,7000,55,202,1961,2571,1127,2470,3597,2316,757,443,1542,2180,9412,0.513468481,0.272277228,0.762738234,9.231707317,5.402439024,114.7804878
1986-87,SAS,0,0,NBA,82,28,54,0.341,19805,3532,7456,3415,7053,117,403,1701,2292,1285,2347,3632,2220,786,325,1406,1930,8882,0.473712446,0.290322581,0.742146597,9.585365854,3.963414634,108.3170732
1988-89,SAS,0,0,NBA,82,21,61,0.256,19755,3469,7409,3406,7116,63,293,1651,2367,1295,2181,3476,2037,961,423,1712,2153,8652,0.468214334,0.215017065,0.697507393,11.7195122,5.158536585,105.5121951
1990-91,SAS,0,0,NBA,82,55,27,0.671,19830,3409,6988,3328,6691,81,297,1883,2459,1131,2657,3788,2140,670,571,1445,1896,8782,0.487836291,0.272727273,0.765758438,8.170731707,6.963414634,107.097561
1992-93,SAS,0,0,NBA,82,49,33,0.598,19855,3311,6762,3075,6070,236,692,1794,2346,919,2542,3461,2012,582,514,1227,1844,8652,0.489648033,0.341040462,0.764705882,7.097560976,6.268292683,105.5121951
1994-95,SAS,0,0,NBA,82,62,20,0.756,19855,3236,6687,2802,5529,434,1158,1836,2487,1029,2661,3690,1919,656,456,1246,1871,8742,0.483924032,0.374784111,0.738238842,8,5.56097561,106.6097561
1996-97,SAS,0,0,NBA,82,20,62,0.244,19730,2827,6391,2449,5211,378,1180,1386,1929,1101,2129,3230,1661,646,431,1243,1764,7418,0.442340792,0.320338983,0.718506998,7.87804878,5.256097561,90.46341463
1998-99,SAS,1,1,NBA,50,37,13,0.74,12075,1740,3812,1568,3291,172,521,988,1415,614,1584,2198,1101,421,351,759,1010,4640,0.456453305,0.330134357,0.698233216,8.42,7.02,92.8
2000-01,SAS,0,0,NBA,82,58,24,0.707,19830,2884,6262,2439,5168,445,1094,1673,2340,902,2712,3614,1778,568,576,1145,1551,7886,0.460555733,0.406764168,0.714957265,6.926829268,7.024390244,96.17073171
2002-03,SAS,1,1,NBA,82,60,22,0.732,19830,2908,6297,2459,5027,449,1270,1591,2194,939,2556,3495,1636,629,529,1295,1672,7856,0.46180721,0.353543307,0.725159526,7.670731707,6.451219512,95.80487805
2004-05,SAS,1,1,NBA,82,59,23,0.72,19805,2923,6450,2416,5055,507,1395,1535,2120,987,2489,3476,1771,613,543,1126,1717,7888,0.453178295,0.36344086,0.724056604,7.475609756,6.62195122,96.19512195
2006-07,SAS,1,1,NBA,82,58,24,0.707,19780,2999,6328,2404,4767,595,1561,1486,1980,761,2577,3338,1814,587,417,1137,1588,8079,0.473925411,0.381165919,0.750505051,7.158536585,5.085365854,98.52439024
2008-09,SAS,0,0,NBA,82,54,28,0.659,19905,3042,6534,2417,4914,625,1620,1249,1641,728,2638,3366,1736,474,329,963,1546,7958,0.465564738,0.385802469,0.761121268,5.780487805,4.012195122,97.04878049
2010-11,SAS,0,0,NBA,82,61,21,0.744,19780,3148,6628,2463,4901,685,1727,1521,1984,829,2603,3432,1836,602,372,1101,1556,8502,0.474954737,0.396641575,0.766633065,7.341463415,4.536585366,103.6829268
2012-13,SAS,0,1,NBA,82,58,24,0.707,19880,3210,6675,2547,4911,663,1764,1365,1725,666,2721,3387,2058,695,446,1206,1427,8448,0.480898876,0.37585034,0.791304348,8.475609756,5.43902439,103.0243902
2014-15,SAS,0,0,NBA,82,55,27,0.671,19955,3208,6854,2531,5007,677,1847,1368,1754,806,2772,3578,2000,657,444,1146,1564,8461,0.468047855,0.366540336,0.779931585,8.012195122,5.414634146,103.1829268
2016-17,SAS,0,0,NBA,82,61,21,0.744,19805,3222,6864,2469,4937,753,1927,1440,1806,821,2777,3598,1954,655,484,1101,1498,8637,0.469405594,0.390762844,0.797342193,7.987804878,5.902439024,105.3292683
2018-19,SAS,0,0,NBA,82,48,34,0.585,19805,3468,7248,2656,5177,812,2071,1408,1720,757,2910,3667,2013,501,386,992,1487,9156,0.478476821,0.39208112,0.818604651,6.109756098,4.707317073,111.6585366
1979-80,SDC,0,0,NBA,82,35,47,0.427,19755,3524,7494,3347,6951,177,543,1595,2167,1294,2308,3602,1688,664,288,1443,1896,8820,0.470242861,0.325966851,0.736040609,8.097560976,3.512195122,107.5609756
1981-82,SDC,0,0,NBA,82,17,65,0.207,19755,3552,7101,3453,6763,99,338,1693,2341,1131,2196,3327,1878,636,299,1570,2353,8896,0.500211238,0.292899408,0.723195216,7.756097561,3.646341463,108.4878049
1983-84,SDC,0,0,NBA,82,30,52,0.366,19730,3634,7325,3610,7197,24,128,1785,2424,1307,2382,3689,1981,567,385,1515,2020,9077,0.496109215,0.1875,0.736386139,6.914634146,4.695121951,110.695122
1980-81,SDC,0,0,NBA,82,36,46,0.439,19730,3477,7283,3345,6876,132,407,1651,2246,1169,2144,3313,2098,764,292,1407,2078,8737,0.477413154,0.324324324,0.735084595,9.317073171,3.56097561,106.5487805
1982-83,SDC,0,0,NBA,82,25,57,0.305,19830,3625,7634,3561,7372,64,262,1589,2195,1394,2108,3502,2087,820,408,1600,2284,8903,0.474849358,0.244274809,0.723917995,10,4.975609756,108.5731707
1979-80,SEA,0,0,NBA,82,56,26,0.683,19830,3554,7565,3495,7376,59,189,1730,2253,1380,2550,3930,2043,750,428,1496,1865,8897,0.469795109,0.312169312,0.767865069,9.146341463,5.219512195,108.5
1981-82,SEA,0,0,NBA,82,52,30,0.634,19830,3505,7178,3467,7025,38,153,1747,2362,1103,2544,3647,2103,691,460,1351,2057,8795,0.488297576,0.248366013,0.739627434,8.426829268,5.609756098,107.2560976
